Prison Name,Report_Date,Baseline CNA,In Use CNA,Operational Capacity,Population *,Year,Month,Occupancy_Percentage,Overcrowding_Status,Homicide,Natural Causes,Other,Self-Inflicted,Total_Deaths,start_period,end_period,A,B,C,D,YOI,Male,Female,Mixed,Female_open,Female_closed,Notes,Highest_category_male,Highest_category_female,start_date,end_date
Oakwood,2023-06-30,1628,1600.0,2134.0,2121.0,2023,6,132.5625,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (private),C,Other,2014-10-01,2024-09-01
Onley,2023-06-30,714,714.0,742.0,721.0,2023,6,100.98039215686273,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Parc,2023-06-30,1559,1559.0,1785.0,1734.0,2023,6,111.22514432328417,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Mainly Cat B local/training, has a separate YOI/juvenile unit (run by G4S)",B,Other,2014-10-01,2024-09-01
Pentonville,2023-06-30,928,905.0,1205.0,1164.0,2023,6,128.61878453038673,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Peterborough (Male & Female),2023-06-30,1105,1099.0,1316.0,1217.0,2023,6,110.73703366696996,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,0,0,1,0,1,The only dual-purpose prison in England & Wales,B,Closed,2014-10-01,2024-09-01
Portland,2023-06-30,463,458.0,538.0,529.0,2023,6,115.50218340611353,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Primarily Cat C adult, YOI/young adults side",C,Other,2014-10-01,2024-09-01
Preston,2023-06-30,426,426.0,680.0,678.0,2023,6,159.1549295774648,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Ranby,2023-06-30,894,892.0,1098.0,1068.0,2023,6,119.73094170403587,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Risley,2023-06-30,1061,1061.0,1036.0,1014.0,2023,6,95.57021677662583,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Rochester,2023-06-30,808,697.0,700.0,692.0,2023,6,99.28263988522238,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Adult side = Cat C, YOI side (18-21)",C,Other,2014-10-01,2024-09-01
Rye Hill,2023-06-30,600,600.0,664.0,661.0,2023,6,110.16666666666666,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,"Category B prison (private, mainly for sex offenders)",B,Other,2014-10-01,2024-09-01
Send,2023-06-30,202,189.0,189.0,184.0,2023,6,97.35449735449735,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Stafford,2023-06-30,753,753.0,752.0,741.0,2023,6,98.40637450199203,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (specializes in sex offenders),C,Other,2014-10-01,2024-09-01
Standford Hill (Sheppey),2023-06-30,464,464.0,464.0,458.0,2023,6,98.70689655172413,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Stocken,2023-06-30,974,964.0,1071.0,1055.0,2023,6,109.43983402489627,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Stoke Heath,2023-06-30,662,662.0,782.0,771.0,2023,6,116.46525679758308,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Styal,2023-06-30,469,453.0,441.0,401.0,2023,6,88.52097130242825,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison (with some open units),Other,Closed,2014-10-01,2024-09-01
Sudbury,2023-06-30,610,560.0,610.0,607.0,2023,6,108.39285714285714,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Swaleside (Sheppey),2023-06-30,1100,959.0,838.0,818.0,2023,6,85.29718456725756,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
Swansea,2023-06-30,265,265.0,452.0,394.0,2023,6,148.67924528301884,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Swinfen Hall,2023-06-30,604,604.0,624.0,619.0,2023,6,102.48344370860927,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,YOI for young adults (18-25),YOI,Other,2014-10-01,2024-09-01
Thameside,2023-06-30,926,926.0,1232.0,1179.0,2023,6,127.32181425485962,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison (private),B,Other,2014-10-01,2024-09-01
Mount,2023-06-30,1010,1007.0,1048.0,1034.0,2023,6,102.68123138033765,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Thorn Cross,2023-06-30,430,430.0,429.0,424.0,2023,6,98.6046511627907,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Usk / Prescoed,2023-06-30,419,373.0,536.0,519.0,2023,6,139.14209115281503,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,1,0,1,0,0,0,0,"Usk = Category C, Prescoed = Category D (open)",C,Other,2014-10-01,2024-09-01
Wakefield,2023-06-30,750,750.0,750.0,747.0,2023,6,99.6,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Wandsworth,2023-06-30,979,950.0,1628.0,1550.0,2023,6,163.1578947368421,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Warren Hill,2023-06-30,269,267.0,267.0,267.0,2023,6,100.0,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Specialized juvenile/young adult site,YOI,Other,2014-10-01,2024-09-01
Wayland,2023-06-30,894,856.0,881.0,873.0,2023,6,101.98598130841121,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Wealstun,2023-06-30,810,809.0,856.0,849.0,2023,6,104.9443757725587,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Werrington,2023-06-30,118,118.0,92.0,87.0,2023,6,73.72881355932203,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,YOI (15-18),YOI,Other,2014-10-01,2024-09-01
Wetherby,2023-06-30,340,276.0,306.0,172.0,2023,6,62.31884057971014,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,YOI (15-18),YOI,Other,2014-10-01,2024-09-01
Whatton,2023-06-30,735,729.0,817.0,815.0,2023,6,111.79698216735254,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (sex offenders),C,Other,2014-10-01,2024-09-01
Whitemoor,2023-06-30,461,462.0,332.0,325.0,2023,6,70.34632034632034,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Winchester,2023-06-30,448,448.0,678.0,648.0,2023,6,144.64285714285714,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Woodhill,2023-06-30,647,583.0,544.0,507.0,2023,6,86.9639794168096,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,Category A high security prison,A,Other,2014-10-01,2024-09-01
Wormwood Scrubs,2023-06-30,1178,1176.0,1280.0,1192.0,2023,6,101.36054421768708,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Wymott,2023-06-30,1192,1068.0,1192.0,1177.0,2023,6,110.2059925093633,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Altcourse,2023-07-31,780,780.0,1164.0,1152.0,2023,7,147.6923076923077,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Operated by G4S; houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Ashfield,2023-07-31,416,416.0,412.0,410.0,2023,7,98.5576923076923,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Operated by Serco; specializes in adult sex offenders,C,Other,2014-10-01,2024-09-01
Askham Grange,2023-07-31,128,128.0,128.0,94.0,2023,7,73.4375,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,1,0,Open prison for adults and young offenders,Other,Open,2014-10-01,2024-09-01
Aylesbury,2023-07-31,402,402.0,402.0,393.0,2023,7,97.76119402985076,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Bedford,2023-07-31,268,229.0,400.0,377.0,2023,7,164.62882096069868,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Belmarsh,2023-07-31,792,792.0,774.0,660.0,2023,7,83.33333333333334,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses high-profile inmates,A,Other,2014-10-01,2024-09-01
Berwyn,2023-07-31,2000,2000.0,2000.0,1980.0,2023,7,99.0,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,02-2017,09-2024,0,0,1,0,0,1,0,0,0,0,"Category C prison. Opened in 02-2017, largest prison in the UK",C,Other,2017-02-01,2024-09-01
Birmingham,2023-07-31,1099,789.0,997.0,987.0,2023,7,125.09505703422053,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Previously known as Winson Green; Changed from private to public in 07-2019,B,Other,2014-10-01,2024-09-01
Brinsford,2023-07-31,539,539.0,569.0,563.0,2023,7,104.4526901669759,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Bristol,2023-07-31,424,408.0,580.0,570.0,2023,7,139.70588235294116,Overcrowded (>100%),0.0,0.0,0.0,2.0,2.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Brixton,2023-07-31,530,524.0,798.0,751.0,2023,7,143.3206106870229,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Bronzefield,2023-07-31,527,527.0,527.0,490.0,2023,7,92.97912713472486,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Operated by Sodexo Justice Services; closed women's prison - houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Buckley Hall,2023-07-31,409,409.0,469.0,466.0,2023,7,113.93643031784842,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Bullingdon,2023-07-31,867,711.0,921.0,903.0,2023,7,127.0042194092827,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison with some C prisoners,B,Other,2014-10-01,2024-09-01
Bure,2023-07-31,604,604.0,643.0,635.0,2023,7,105.13245033112584,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Specializes in sex offenders,C,Other,2014-10-01,2024-09-01
Cardiff,2023-07-31,534,534.0,779.0,767.0,2023,7,143.63295880149815,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Channings Wood,2023-07-31,688,688.0,746.0,720.0,2023,7,104.65116279069768,Overcrowded (>100%),0.0,2.0,0.0,0.0,2.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Offers Sex Offender Treatment Programme (SOTP),C,Other,2014-10-01,2024-09-01
Chelmsford,2023-07-31,532,518.0,723.0,709.0,2023,7,136.87258687258688,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Coldingley,2023-07-31,493,483.0,513.0,512.0,2023,7,106.00414078674949,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Cookham Wood,2023-07-31,185,149.0,120.0,80.0,2023,7,53.691275167785236,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution for juveniles (15-18),YOI,Other,2014-10-01,2024-09-01
Dartmoor,2023-07-31,642,640.0,689.0,686.0,2023,7,107.18749999999999,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training prison,C,Other,2014-10-01,2024-09-01
Deerbolt,2023-07-31,529,337.0,333.0,323.0,2023,7,95.84569732937686,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Doncaster,2023-07-31,738,738.0,1125.0,1092.0,2023,7,147.96747967479675,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,"Operated by Serco; houses adults, young offenders, and sex offenders",B,Other,2014-10-01,2024-09-01
Dovegate,2023-07-31,1060,1060.0,1160.0,1142.0,2023,7,107.73584905660378,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Operated by Serco; functions as a training prison,B,Other,2014-10-01,2024-09-01
Downview,2023-07-31,356,356.0,356.0,288.0,2023,7,80.89887640449437,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,05-2016,09-2024,0,0,0,0,0,0,1,0,0,1,Reopened as a female prison in 05-2016,Other,Closed,2016-05-01,2024-09-01
Drake Hall,2023-07-31,340,340.0,340.0,316.0,2023,7,92.94117647058823,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; specializes in foreign nationals,Other,Closed,2014-10-01,2024-09-01
Durham,2023-07-31,600,573.0,985.0,983.0,2023,7,171.55322862129145,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders on remand,B,Other,2014-10-01,2024-09-01
East Sutton Park,2023-07-31,137,98.0,98.0,90.0,2023,7,91.83673469387756,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,1,0,Open women's prison,Other,Open,2014-10-01,2024-09-01
Eastwood Park,2023-07-31,391,326.0,387.0,345.0,2023,7,105.82822085889572,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison,Other,Closed,2014-10-01,2024-09-01
Elmley (Sheppey),2023-07-31,1007,1007.0,1157.0,1134.0,2023,7,112.61171797418072,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Erlestoke,2023-07-31,494,414.0,470.0,460.0,2023,7,111.11111111111111,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Exeter,2023-07-31,317,205.0,321.0,308.0,2023,7,150.2439024390244,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Featherstone,2023-07-31,671,671.0,687.0,672.0,2023,7,100.14903129657229,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Functions as a training establishment,C,Other,2014-10-01,2024-09-01
Feltham,2023-07-31,770,612.0,585.0,557.0,2023,7,91.01307189542483,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,0,1,1,0,0,0,0,Young Offender Institution,YOI,Other,2014-10-01,2024-09-01
Five Wells,2023-07-31,1680,1680.0,1550.0,1525.0,2023,7,90.77380952380952,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,03-2022,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison operated by G4S. Opened in 03-2022,C,Other,2022-03-01,2024-09-01
Ford,2023-07-31,429,429.0,389.0,385.0,2023,7,89.74358974358975,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Forest Bank,2023-07-31,1061,1061.0,1470.0,1460.0,2023,7,137.60603204524034,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,1,1,0,0,0,0,Operated by Sodexo Justice Services; houses adults and young offenders,B,Other,2014-10-01,2024-09-01
Fosse Way,2023-07-31,490,490.0,420.0,304.0,2023,7,62.04081632653061,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,05-2023,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison operated by Serco. Opened in 05-2023,C,Other,2023-05-01,2024-09-01
Foston Hall,2023-07-31,286,223.0,284.0,273.0,2023,7,122.42152466367713,Overcrowded (>100%),0.0,0.0,1.0,0.0,1.0,10-2014,09-2024,0,0,0,0,0,0,1,0,0,1,Closed women's prison; houses adults and young offenders,Other,Closed,2014-10-01,2024-09-01
Frankland,2023-07-31,879,875.0,836.0,827.0,2023,7,94.51428571428572,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A High Risk and Category B adult males,A,Other,2014-10-01,2024-09-01
Full Sutton,2023-07-31,660,631.0,594.0,585.0,2023,7,92.70998415213946,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,1,0,0,0,0,1,0,0,0,0,High-security prison; houses Category A prisoners,A,Other,2014-10-01,2024-09-01
Garth,2023-07-31,810,810.0,845.0,821.0,2023,7,101.35802469135801,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training establishment,B,Other,2014-10-01,2024-09-01
Gartree,2023-07-31,703,621.0,605.0,590.0,2023,7,95.00805152979066,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B training prison,B,Other,2014-10-01,2024-09-01
Grendon / Springhill,2023-07-31,623,553.0,520.0,489.0,2023,7,88.42676311030742,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,1,0,1,0,0,0,0,"Grendon = Category B (therapeutic community), Springhill = Category D (open)",B,Other,2014-10-01,2024-09-01
Guys Marsh,2023-07-31,476,436.0,507.0,502.0,2023,7,115.1376146788991,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hatfield,2023-07-31,334,334.0,334.0,331.0,2023,7,99.10179640718563,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,02-2015,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison (part of Moorland/Hatfield),D,Other,2015-02-01,2024-09-01
Haverigg,2023-07-31,550,499.0,499.0,472.0,2023,7,94.58917835671342,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hewell,2023-07-31,795,795.0,1094.0,1035.0,2023,7,130.18867924528303,Overcrowded (>100%),0.0,0.0,0.0,1.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B local (open site closed in 2020),B,Other,2014-10-01,2024-09-01
High Down,2023-07-31,1003,999.0,1180.0,1168.0,2023,7,116.91691691691692,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Highpoint (North and South),2023-07-31,1303,1280.0,1310.0,1291.0,2023,7,100.859375,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Hindley,2023-07-31,580,526.0,600.0,594.0,2023,7,112.92775665399239,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Re-rolled to Cat C for adult men, still holds some YOs/young adults",C,Other,2014-10-01,2024-09-01
Hollesley Bay,2023-07-31,496,494.0,570.0,535.0,2023,7,108.2995951417004,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Holme House,2023-07-31,1036,985.0,1179.0,1176.0,2023,7,119.39086294416244,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,05-2017,09-2024,0,0,1,0,0,1,0,0,0,0,Changed from local (B) to Cat C prison in May 2017; Changed from local to Cat C prison in 05-2017,C,Other,2017-05-01,2024-09-01
Hull,2023-07-31,723,663.0,962.0,950.0,2023,7,143.28808446455506,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Humber,2023-07-31,965,861.0,1019.0,1008.0,2023,7,117.07317073170731,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C training prison,C,Other,2014-10-01,2024-09-01
Huntercombe,2023-07-31,369,369.0,480.0,456.0,2023,7,123.57723577235772,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison (foreign nationals),C,Other,2014-10-01,2024-09-01
Isis,2023-07-31,478,478.0,628.0,610.0,2023,7,127.61506276150627,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,1,1,0,0,0,0,"Officially a Cat C prison, also designated as a YOI for 18-21 (London area)",C,Other,2014-10-01,2024-09-01
Isle of Wight,2023-07-31,1064,1012.0,1101.0,1096.0,2023,7,108.300395256917,Overcrowded (>100%),0.0,4.0,0.0,0.0,4.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Primarily Category B (combining ex-Parkhurst/Albany),B,Other,2014-10-01,2024-09-01
Kirkham,2023-07-31,699,700.0,699.0,626.0,2023,7,89.42857142857143,Below Capacity (<90%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
Kirklevington Grange,2023-07-31,307,187.0,207.0,203.0,2023,7,108.55614973262031,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open resettlement prison,D,Other,2014-10-01,2024-09-01
Lancaster Farms,2023-07-31,495,495.0,560.0,555.0,2023,7,112.12121212121211,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,0,1,0,0,1,0,0,0,0,Category C prison,C,Other,2014-10-01,2024-09-01
Leeds,2023-07-31,655,641.0,1110.0,1089.0,2023,7,169.89079563182528,Overcrowded (>100%),0.0,1.0,1.0,0.0,2.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leicester,2023-07-31,221,212.0,344.0,328.0,2023,7,154.7169811320755,Overcrowded (>100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Lewes,2023-07-31,617,614.0,624.0,613.0,2023,7,99.8371335504886,At Capacity (90-100%),0.0,0.0,0.0,0.0,0.0,10-2014,09-2024,0,1,0,0,0,1,0,0,0,0,Category B local prison,B,Other,2014-10-01,2024-09-01
Leyhill,2023-07-31,555,447.0,460.0,451.0,2023,7,100.89485458612974,Overcrowded (>100%),0.0,1.0,0.0,0.0,1.0,10-2014,09-2024,0,0,0,1,0,1,0,0,0,0,Category D open prison,D,Other,2014-10-01,2024-09-01
